,article_title,article_section,article_date,article_url,title_sentiment
771,Former communist standing as MEP for Farage's Brexit party,Politics,2019-04-23,https://www.theguardian.com/politics/2019/apr/23/former-communist-claire-fox-standing-as-mep-for-farages-brexit-party,0.0
772,Third of Britons say they avoid news out of Brexit frustration,Media,2019-06-12,https://www.theguardian.com/media/2019/jun/12/third-of-britons-say-they-avoid-news-out-of-brexit-frustration,0.0
773,The Guardian view on a Brexit election: the unicorns are back | Editorial,Opinion,2019-06-17,https://www.theguardian.com/commentisfree/2019/jun/17/the-guardian-view-on-a-brexit-election-the-unicorns-are-back,0.0
774,Brexit party told to check all donations for possible illegal funding,Politics,2019-06-18,https://www.theguardian.com/politics/2019/jun/18/brexit-party-check-donations-for-illegal-funding-nigel-farage,-0.25
775,'So project fear was in fact reality?': readers on no-deal Brexit funding,Politics,2019-08-01,https://www.theguardian.com/politics/2019/aug/01/so-project-fear-was-in-fact-reality-readers-on-no-deal-brexit-funding,0.0
776,Tuesday briefing: Brexit – May heads into cabinet confrontation,World news,2019-04-02,https://www.theguardian.com/world/2019/apr/02/tuesday-briefing-brexit-may-heads-into-cabinet-confrontation,0.0
777,Germany says it will stand in 'full solidarity' with Ireland over Brexit,Politics,2019-07-04,https://www.theguardian.com/politics/2019/jul/04/germany-says-it-will-stand-in-full-solidarity-with-ireland-over-brexit,0.35
778,How will the Brexit indicative votes process work?,Politics,2019-03-26,https://www.theguardian.com/politics/2019/mar/26/how-will-the-brexit-indicative-votes-process-work,0.0
779,May and Corbyn blame each other as Brexit talks collapse,Politics,2019-05-17,https://www.theguardian.com/politics/2019/may/17/brexit-talks-tories-labour-likely-to-collapse-theresa-may-jeremy-corbyn,-0.125
780,"Brexit will not save troubled steel industry, says trade body",Business,2019-05-26,https://www.theguardian.com/business/2019/may/26/brexit-will-not-save-troubled-steel-industry-says-trade-body,-0.5
781,Inheritance tax would be scrapped by the Brexit party – good news for the very rich | Torsten Bell,Opinion,2019-09-16,https://www.theguardian.com/commentisfree/2019/sep/16/scrapping-inheritance-tax-wealthy-brexit-party,0.59375
782,Brexit: UK businesses at most gloomy since referendum – Deloitte,Politics,2019-04-15,https://www.theguardian.com/politics/2019/apr/15/brexit-uk-businesses-at-most-gloomy-since-referendum-deloitte,0.5
783,Change UK reaches out to anti-Brexit Labour supporters,Politics,2019-04-30,https://www.theguardian.com/politics/2019/apr/30/change-uk-reaches-out-to-anti-brexit-labour-supporters,0.0
784,From Titania McGrath to a Brexit party standup: is rightwing comedy on the rise?,Stage,2019-08-26,https://www.theguardian.com/stage/2019/aug/26/edinburgh-rightwing-comedians-titania-mcgrath-brexit-party-edinburgh-fringe,0.0
785,Jo Swinson urges Lib Dems to fight populists 'for heart and soul of Britain',Politics,2019-09-17,https://www.theguardian.com/politics/2019/sep/17/jo-swinson-urges-lib-dems-to-fight-populists-for-heart-and-soul-of-britain-brexit,0.0
786,Elephant on the doorstep: Plymouth’s politicians don’t mention Brexit,Politics,2019-05-01,https://www.theguardian.com/politics/2019/may/01/plymouth-politicians-dont-mention-brexit-anti-politics-local-elections,0.0
787,The Guardian view on no-deal Brexit plans: parliament must take back control | Editorial,Opinion,2019-08-04,https://www.theguardian.com/commentisfree/2019/aug/04/the-guardian-view-on-no-deal-brexit-plans-parliament-must-take-back-control,0.0
788,Hi-de-Hi! repeats as the bad boys of Brexit meet Su Pollard,Life and style,,https://www.theguardian.com/lifeandstyle/lostinshowbiz/2019/jul/18/hi-de-hi-repeats-as-the-bad-boys-of-brexit-meet-su-pollard,-0.6999999999999998
789,Hammond warns leadership candidates not to ignore parliament on Brexit,Politics,2019-05-26,https://www.theguardian.com/politics/2019/may/26/philip-hammond-warns-leadership-candidates-not-to-ignore-parliament-on-brexit,0.0
790,Brexit party plans 'John Lewis-style' rescue of British Steel,Politics,2019-06-04,https://www.theguardian.com/politics/2019/jun/04/brexit-party-plans-john-lewis-style-rescue-of-british-steel,0.0
791,Brexit weekly briefing: three Tories living in the real world,Politics,2019-06-04,https://www.theguardian.com/politics/2019/jun/04/brexit-weekly-briefing-three-tories-living-in-the-real-world,0.2
792,UK and South Korea agree to sign post-Brexit trade deal,Business,2019-06-10,https://www.theguardian.com/business/2019/jun/10/uk-south-korea-brexit-trade-deal-asia-eu,0.0
793,Ex-Tory businessman to stand for Brexit party in Peterborough,UK news,2019-05-09,https://www.theguardian.com/uk-news/2019/may/09/ex-tory-businessman-mike-greene-brexit-party-peterborough-byelection,0.0
794,"Here in Dover, people voted for Brexit. But no deal will hit them hard | Richard Brooks",Opinion,2019-09-03,https://www.theguardian.com/commentisfree/2019/sep/03/dover-no-deal-brexit-car-park,-0.2916666666666667
795,Theresa May to warn successors that no-deal Brexit threatens UK’s future,Politics,2019-07-03,https://www.theguardian.com/politics/2019/jul/03/theresa-may-to-warn-successors-no-deal-brexit-threatens-uks-future,0.0
796,The press frenzy for Brexit is ushering Boris Johnson into No 10 | Roy Greenslade,Politics,,https://www.theguardian.com/politics/commentisfree/2019/jul/21/press-frenzy-for-brexit-is-ushering-boris-johnson-into-no-10,0.0
797,Peterborough prepares for byelection that could elect first Brexit party MP,UK news,2019-06-02,https://www.theguardian.com/uk-news/2019/jun/02/peterborough-prepares-for-byelection-that-could-see-first-brexit-party-mp,0.525
798,Corbyn has taken a brave step. Now he must rule out any ‘Labour Brexit’ | Paul Mason,Opinion,2019-08-15,https://www.theguardian.com/commentisfree/2019/aug/15/jeremy-corbyn-labour-brexit-second-referendum,0.8
799,Boris Johnson refuses to rule out forcing through no-deal Brexit,Politics,2019-06-27,https://www.theguardian.com/politics/2019/jun/27/boris-johnson-refuses-rule-out-forcing-through-no-deal-brexit,0.0
800,Pound hits two-year low as City fears of no-deal Brexit intensify,Business,2019-07-16,https://www.theguardian.com/business/2019/jul/16/pound-hits-two-year-low-city-fears-no-deal-brexit-intensify,0.0
801,Brexit: UK growth tipped to slow as firms run down stockpiles,Business,2019-06-17,https://www.theguardian.com/business/2019/jun/17/uk-growth-tipped-to-slow-as-firms-run-down-brexit-stockpiles,-0.2277777777777778
802,The Guardian view on a Brexit election: the unicorns are back | Editorial,Opinion,2019-06-17,https://www.theguardian.com/commentisfree/2019/jun/17/the-guardian-view-on-a-brexit-election-the-unicorns-are-back,0.0
803,Tuesday briefing: Brexit – May heads into cabinet confrontation,World news,2019-04-02,https://www.theguardian.com/world/2019/apr/02/tuesday-briefing-brexit-may-heads-into-cabinet-confrontation,0.0
804,"Lothar Matthäus: ‘With Putin I talked football, judo and Brexit'",Football,2019-05-23,https://www.theguardian.com/football/2019/may/23/lothar-matthaus-putin-bayern-munich-manchester-united-1999-germany-world-cup-maradona,0.0
805,"Travelodge seeks 3,000 students as it faces Brexit staff shortage",Business,2019-05-07,https://www.theguardian.com/business/2019/may/07/travelodge-seeks-3000-students-as-it-faces-brexit-staff-shortage,0.0
806,"UK heading for another Brexit extension in October, suggests Juncker",World news,2019-05-23,https://www.theguardian.com/world/2019/may/23/jean-claude-juncker-criticises-mps-prioritising-theresa-mays-removal-over-brexit,0.0
807,Racism in political parties reflects pervasive prejudice in Brexit Britain | Rachel Shabi,Opinion,2019-05-07,https://www.theguardian.com/commentisfree/2019/may/07/racism-politics-reflects-pervasive-prejudice-brexit-britain,0.0
808,Wiggling buttocks enliven existential hell of Brexit debate | John Crace,Politics,2019-04-01,https://www.theguardian.com/politics/2019/apr/01/wiggling-buttocks-enliven-existential-hell-of-brexit-debate,0.0
809,"Fruit, vegetables and wine will be scarce and costly under no-deal Brexit, warn retailers",Business,2019-09-12,https://www.theguardian.com/business/2019/sep/12/co-op-boss-warns-of-no-deal-brexit-fresh-food-shortages-and-price-hikes,0.0
810,Labour wary of Tory divisions as Brexit talks resume,Politics,2019-05-07,https://www.theguardian.com/politics/2019/may/07/labour-brexit-talks-resume-tory-divisions-government-team,-0.5
811,How video games are reimagining Britain for the Brexit era,Games,2019-05-07,https://www.theguardian.com/games/2019/may/07/how-video-games-are-reimagining-britain-for-the-brexit-era,0.0
812,Benítez likens Newcastle contract talks with Ashley to Brexit,Football,2019-04-11,https://www.theguardian.com/football/2019/apr/11/rafael-benitez-waiting-answers-newcastle-owner-mike-ashley,0.0
813,Lib Dems hope Brexit can outweigh anger over coalition years,Politics,2019-05-14,https://www.theguardian.com/politics/2019/may/14/lib-dems-hope-brexit-can-outweigh-anger-over-coalition-years,-0.7
814,IMF says Brexit delay means businesses face more uncertainty,Business,2019-04-11,https://www.theguardian.com/business/2019/apr/11/brexit-extension-puts-small-businesses-at-risk-warn-business-leaders,0.5
815,Labour’s Peterborough win shows its grassroots strength. But Brexit risks persist | Owen Jones,Opinion,2019-06-07,https://www.theguardian.com/commentisfree/2019/jun/07/labour-peterborough-win-second-referendum,0.8
816,May's Brexit deal: has anything actually changed?,Politics,2019-03-12,https://www.theguardian.com/politics/2019/mar/12/may-brexit-deal-has-anything-actually-changed-backstop-assurances-what-happens-next,0.0
817,‘It is a travesty’: readers on delaying Brexit,Politics,2019-03-15,https://www.theguardian.com/politics/2019/mar/15/it-is-a-travesty-readers-on-delaying-brexit,0.0
818,Macron enrages EU leaders after opposing long Brexit extension,World news,2019-04-11,https://www.theguardian.com/world/2019/apr/11/macron-enrages-eu-leaders-after-opposing-long-brexit-extension,-0.05
819,"Third Brexit vote likely next week, MPs told",Politics,2019-03-22,https://www.theguardian.com/politics/2019/mar/22/third-meaningful-brexit-vote-likely-next-week-mps-told,0.0
820,Boris Johnson's no-deal Brexit threat risks being ignored by the EU,Politics,2019-07-18,https://www.theguardian.com/politics/2019/jul/18/boris-johnson-no-deal-brexit-threat-risks-being-ignored-by-the-eu-michel-barnier,0.0
821,Theresa May remains opposed to any form of Brexit referendum,Politics,2019-05-13,https://www.theguardian.com/politics/2019/may/13/theresa-may-remains-opposed-to-any-form-of-brexit-referendum,0.0
822,Boris Johnson claims: 'We have a way to get Brexit done' – as it happened,Politics,,https://www.theguardian.com/politics/live/2019/aug/30/politics-brexit-mps-lawyers-and-campaigners-battle-prorogation-live-news,0.0
823,"Deference, rather than Brexit, is the regulator's biggest problem",Business,2019-04-17,https://www.theguardian.com/business/2019/apr/17/deference-rather-than-brexit-is-the-regulators-biggest-problem,0.0
824,Arlene Foster signals DUP shift on Northern Ireland border issue,Politics,2019-09-18,https://www.theguardian.com/politics/2019/sep/18/arlene-foster-signals-dup-shift-on-northern-ireland-border-issue,0.0
825,A no-deal Brexit even after a no-confidence vote: how could it happen? | Matthew d’Ancona,Opinion,2019-08-04,https://www.theguardian.com/commentisfree/2019/aug/04/no-deal-brexit-no-confidence-vote-how-eu-vote-leave,0.0
826,"Brexit delay will harm long-term economic outlook, says Bank",Business,2019-05-13,https://www.theguardian.com/business/2019/may/13/brexit-deal-delay-harm-uk-long-term-economic-outlook-says-bank-of-england,0.2
827,Boris Johnson takes note of Trump's game theory to keep EU guessing on Brexit | Larry Elliott,Business,2019-08-04,https://www.theguardian.com/business/2019/aug/04/boris-johnson-takes-note-of-trump-game-theory-to-keep-eu-guessing-on-brexit,-0.4
828,Both Labour and the Tories have gone awol on Brexit | Matthew d’Ancona,Opinion,2019-05-12,https://www.theguardian.com/commentisfree/2019/may/12/labour-tories-brexit-jeremy-corbyn-theresa-may,0.0
829,"The Great Betrayal by Rod Liddle review – a disingenuous, dishonest Brexit polemic",Books,2019-07-17,https://www.theguardian.com/books/2019/jul/17/great-betrayal-rod-liddle-brexit-review,0.25
830,"Donald Tusk: Johnson may make Brexit more exciting, but we won't budge",Politics,2019-06-21,https://www.theguardian.com/politics/2019/jun/21/donald-tusk-johnson-may-make-brexit-more-exciting-but-we-wont-budge,0.4
831,We have become a land of permanent crisis. This suits the blustering liars of Brexit | Nick Cohen,Opinion,2019-08-31,https://www.theguardian.com/commentisfree/2019/aug/31/britain-has-become-a-land-of-permanent-crisis-suits-blustering-liars-of-brexit,0.0
832,Prices rise for British tourists as Brexit puts the pound in the shade,Business,2019-07-20,https://www.theguardian.com/business/2019/jul/20/sterling-slump-euro-brexit-travellers-exchange-markets,0.0
833,Civil service stressed and floundering amid Brexit paralysis,Politics,2019-03-13,https://www.theguardian.com/politics/2019/mar/13/civil-service-stressed-and-floundering-amid-brexit-paralysis,0.0
834,New rebel bid to halt no-deal Brexit amid fury at PM’s enforcer Dominic Cummings,Politics,2019-08-07,https://www.theguardian.com/politics/2019/aug/07/new-rebel-bid-to-halt-no-deal-brexit-amid-fury-at-pms-enforcer,0.13636363636363635
835,Shoppers avoiding big buys due to Brexit uncertainty – retailers,Business,2019-04-09,https://www.theguardian.com/business/2019/apr/09/shoppers-avoiding-big-buys-due-to-brexit-uncertainty-retailers,-0.0625
836,"Jeremy Corbyn’s stance on Brexit could yet pay off, even for remainers. Here’s why | Joseph Harker",Opinion,2019-08-03,https://www.theguardian.com/commentisfree/2019/aug/03/jeremy-corbyn-brexit-remain-boris-johnson-election-victory,0.0
837,"Boris Johnson's foreigner-bashing tying UK to no-deal Brexit, says Brussels",Politics,2019-06-27,https://www.theguardian.com/politics/2019/jun/27/boris-johnson-brexit-deal-claims-rubbished-guy-verhofstadt,0.0
838,Brexit party MEP called for EU fishing vessels to be 'sunk like Belgrano',Politics,2019-07-12,https://www.theguardian.com/politics/2019/jul/12/brexit-party-mep-criticised-over-belgrano-twitter-comments,0.0
839,Northern Ireland’s Alliance leader gets push in EU elections from anti-Brexit stance,UK news,2019-05-27,https://www.theguardian.com/uk-news/2019/may/27/northern-ireland-alliance-leader-naomi-long-gets-push-in-eu-elections-from-anti-brexit-stance,0.0
840,Boris Johnson to head to Paris and Berlin in bid to break Brexit deadlock,Politics,2019-08-16,https://www.theguardian.com/politics/2019/aug/16/germany-will-urge-eu-allies-to-hold-firm-on-no-deal-brexit,0.0
841,"With Brexit just one of EU's headaches, Merkel avoids rocking the boat",World news,2019-07-04,https://www.theguardian.com/world/2019/jul/04/brexit-just-one-eu-headache-angela-merkel-avoids-rocking-boat,0.0
842,There’s an idea that could transform Britain – but Brexit won’t let it be heard | Jonathan Freedland,Opinion,2019-08-16,https://www.theguardian.com/commentisfree/2019/aug/16/britain-brexit-public-services-whitehall,0.0
843,Cross-party Brexit talks have collapsed – so what happens now?,Politics,2019-05-17,https://www.theguardian.com/politics/2019/may/17/cross-party-bexit-talks-collapse-what-happens-now,0.0
844,"Brexit is a war between reason and faith, so we’ll treat it as one | Lucy Mangan",UK news,2019-08-09,https://www.theguardian.com/uk-news/2019/aug/09/brexit-is-essentially-a-war-between-reason-and-faith-so-well-treat-it-as-one,0.0
845,Donald Tusk: chance of Brexit being cancelled could be 30%,World news,2019-05-10,https://www.theguardian.com/world/2019/may/10/donald-tusk-chance-of-brexit-being-cancelled-could-be-30,0.0
846,"May refusing to budge on Brexit customs union, says Labour",Politics,2019-05-16,https://www.theguardian.com/politics/2019/may/16/may-refusing-to-budge-on-brexit-customs-union-says-labour,0.0
847,UK and South Korea agree to sign post-Brexit trade deal,Business,2019-06-10,https://www.theguardian.com/business/2019/jun/10/uk-south-korea-brexit-trade-deal-asia-eu,0.0
848,Jo Swinson urges Lib Dems to fight populists 'for heart and soul of Britain',Politics,2019-09-17,https://www.theguardian.com/politics/2019/sep/17/jo-swinson-urges-lib-dems-to-fight-populists-for-heart-and-soul-of-britain-brexit,0.0
849,Peer-to-peer lender Funding Circle warns over revenue amid Brexit fears,Money,2019-07-02,https://www.theguardian.com/money/2019/jul/02/funding-circle-brexit-small-businesses,0.0
850,Theresa May to warn successors that no-deal Brexit threatens UK’s future,Politics,2019-07-03,https://www.theguardian.com/politics/2019/jul/03/theresa-may-to-warn-successors-no-deal-brexit-threatens-uks-future,0.0
851,Ursula von der Leyen: hard Brexit would be massive blow for both sides,World news,2019-07-18,https://www.theguardian.com/world/2019/jul/18/ursula-von-der-leyen-no-deal-brexit-would-be-massive-blow-for-both-sides,-0.14583333333333334
852,What amendments aimed at halting no-deal Brexit will MPs be voting on?,Politics,2019-07-18,https://www.theguardian.com/politics/2019/jul/18/what-amendments-aimed-at-halting-no-deal-brexit-will-mps-be-voting-on,0.0
853,Wednesday briefing: 'Clown show' – business experts on No 10 race and Brexit,World news,2019-06-26,https://www.theguardian.com/world/2019/jun/26/wednesday-briefing-clown-show-business-experts-on-no-10-race-and-brexit,0.0
854,Corbyn has taken a brave step. Now he must rule out any ‘Labour Brexit’ | Paul Mason,Opinion,2019-08-15,https://www.theguardian.com/commentisfree/2019/aug/15/jeremy-corbyn-labour-brexit-second-referendum,0.8
855,Rising risk of no-deal Brexit slows UK growth as pound slides,Business,2019-06-26,https://www.theguardian.com/business/2019/jun/26/no-deal-brexit-uk-growth-pound-boris-johnson,0.0
856,Judge orders Ukip to reveal Brexit referendum data use,Politics,2019-04-14,https://www.theguardian.com/politics/2019/apr/14/judge-orders-ukip-reveal-brexit-referendum-data-use,0.0
857,Has the rise of the Brexit party blown away Ukip?,Politics,2019-05-15,https://www.theguardian.com/politics/2019/may/15/farage-rise-of-brexit-party-ukip-european-election-polls,0.0
858,European media delight in covering anti-Brexit march,Politics,2019-03-24,https://www.theguardian.com/politics/2019/mar/24/european-media-delight-in-covering-anti-brexit-march,0.0
859,Thousands of children 'could become undocumented' after Brexit,UK news,2019-03-18,https://www.theguardian.com/uk-news/2019/mar/18/thousands-of-children-could-become-undocumented-after-brexit-new-windrush-generation,0.0
860,"Brexit: Parliament could remain suspended even if court finds against PM, government suggests - as it happened",Politics,,https://www.theguardian.com/politics/blog/live/2019/sep/19/brexit-news-latest-supreme-court-john-major-tells-supreme-court-it-would-be-naive-to-believe-boris-johnsons-prorogation-claims-live-news,0.0
861,"Brexit: suspending parliament should not be ruled out, says Dominic Raab",Politics,2019-06-08,https://www.theguardian.com/politics/2019/jun/08/suspending-parliament-should-not-be-ruled-out-says-dominic-raab,0.0
862,Tom Watson urges Labour to work with Lib Dems to stop no-deal Brexit,Politics,2019-08-13,https://www.theguardian.com/politics/2019/aug/13/tom-watson-urges-labour-to-work-with-liberal-democrats,0.0
863,Why Brexit has driven thousands back to their allotments,Life and style,2019-04-13,https://www.theguardian.com/lifeandstyle/2019/apr/13/how-brexit-made-the-allotment-cool-again,0.0
864,Germany ‘will talk to the last hour’ to avoid no-deal Brexit,Politics,2019-06-25,https://www.theguardian.com/business/2019/jun/25/no-deal-brexit-cost-uk-car-manufacturing-extra-70m-day,0.0
865,Anti-Brexit feeling expected to help SNP in European elections,Politics,2019-05-14,https://www.theguardian.com/politics/2019/may/14/anti-brexit-feeling-help-snp-european-elections,-0.05
866,'We need to move now': John McDonnell voices Labour Brexit policy frustration,Politics,2019-06-30,https://www.theguardian.com/politics/2019/jun/30/we-need-to-move-now-john-mcdonnell-voices-labour-brexit-policy-frustration,0.0
867,"Regional airline Flybmi collapses, blaming Brexit uncertainty",Business,2019-02-16,https://www.theguardian.com/business/2019/feb/16/flybmi-collapses-blaming-brexit-uncertainty,0.0
868,Peterborough byelection result: Labour scrapes past Brexit party to hold seat,Politics,2019-06-07,https://www.theguardian.com/politics/2019/jun/07/peterborough-byelection-result-labour-sees-off-brexit-party-threat-to-hold-seat,-0.25
869,Lib Dems hope Brexit can outweigh anger over coalition years,Politics,2019-05-14,https://www.theguardian.com/politics/2019/may/14/lib-dems-hope-brexit-can-outweigh-anger-over-coalition-years,-0.7
870,Behind the Tory claims of bold Brexit action is nothing but empty bravado | Nick Cohen,Opinion,2019-08-03,https://www.theguardian.com/commentisfree/2019/aug/03/behind-tory-claims-of-bold-brexit-action-is-nothing-but-empty-bravado,-0.053333333333333344
871,"Travelodge seeks 3,000 students as it faces Brexit staff shortage",Business,2019-05-07,https://www.theguardian.com/business/2019/may/07/travelodge-seeks-3000-students-as-it-faces-brexit-staff-shortage,0.0
872,UK falls to bottom of G7 growth league in second quarter,Business,2019-08-30,https://www.theguardian.com/business/2019/aug/30/uk-falls-to-bottom-of-g7-growth-league-in-second-quarter,0.0
873,"Boris Johnson's plan means no-deal Brexit or election, says Jeremy Hunt",Politics,2019-06-16,https://www.theguardian.com/politics/2019/jun/16/dominic-raab-tories-are-toast-if-they-miss-brexit-october-deadline,0.0
874,Corbyn to outline Brexit strategy – but unlikely to back remain,Politics,2019-06-18,https://www.theguardian.com/politics/2019/jun/18/corbyn-to-outline-brexit-strategy-but-unlikely-to-back-remain,-0.25
875,Brexit department stuffed with McMinisters is the government's meta joke | John Crace,Politics,2019-04-04,https://www.theguardian.com/politics/2019/apr/04/mcjob-stuffed-brexit-ministry-is-government-meta-joke,0.0
876,Boris Johnson: the posh populist who’s tuning in to the ‘Brexit blues’ | Jane Martinson,Politics,,https://www.theguardian.com/politics/commentisfree/2019/jun/16/boris-johnson-the-posh-populist-whos-tuning-in-to-the-brexit-blues,0.0
877,Racism in political parties reflects pervasive prejudice in Brexit Britain | Rachel Shabi,Opinion,2019-05-07,https://www.theguardian.com/commentisfree/2019/may/07/racism-politics-reflects-pervasive-prejudice-brexit-britain,0.0
878,When will Brexit day be? The possible extension options,Politics,2019-04-04,https://www.theguardian.com/politics/2019/apr/04/when-will-brexit-day-be-the-possible-extension-options,0.0
879,What do the latest Commons manoeuvres mean for Brexit?,Politics,2019-04-04,https://www.theguardian.com/politics/2019/apr/04/what-do-the-latest-commons-manoeuvres-mean-for-brexit,0.09375
880,"May refusing to budge on Brexit customs union, says Labour",Politics,2019-05-16,https://www.theguardian.com/politics/2019/may/16/may-refusing-to-budge-on-brexit-customs-union-says-labour,0.0
881,Brexit party MEPs turn backs on Ode to Joy at European parliament,Politics,2019-07-02,https://www.theguardian.com/politics/2019/jul/02/brexit-party-meps-turn-their-backs-european-anthem-ode-to-joy,0.4
882,Peer-to-peer lender Funding Circle warns over revenue amid Brexit fears,Money,2019-07-02,https://www.theguardian.com/money/2019/jul/02/funding-circle-brexit-small-businesses,0.0
883,"Nigel Farage won't be allowed anywhere near government, say Tories",Politics,2019-09-11,https://www.theguardian.com/politics/2019/sep/11/nigel-farage-wont-be-allowed-anywhere-near-government-say-tories,0.1
884,European media delight in covering anti-Brexit march,Politics,2019-03-24,https://www.theguardian.com/politics/2019/mar/24/european-media-delight-in-covering-anti-brexit-march,0.0
885,Has the rise of the Brexit party blown away Ukip?,Politics,2019-05-15,https://www.theguardian.com/politics/2019/may/15/farage-rise-of-brexit-party-ukip-european-election-polls,0.0
886,Angela Smith launches bid to commission report on no-deal Brexit risks,Politics,2019-07-01,https://www.theguardian.com/politics/2019/jul/01/angela-smith-labour-bid-report-no-deal-brexit-risks,0.0
887,'30-plus' Tory rebels willing to defy whip and block no-deal Brexit,Politics,2019-07-07,https://www.theguardian.com/politics/2019/jul/07/30-plus-tory-rebels-willing-to-defy-whip-and-block-no-deal-brexit,0.25
888,Corrections and clarifications,News,2019-06-04,https://www.theguardian.com/news/2019/jun/04/corrections-and-clarifications,0.0
889,"Brexit: suspending parliament should not be ruled out, says Dominic Raab",Politics,2019-06-08,https://www.theguardian.com/politics/2019/jun/08/suspending-parliament-should-not-be-ruled-out-says-dominic-raab,0.0
890,UK parliament's prorogation:  all your questions answered,Politics,2019-09-09,https://www.theguardian.com/politics/2019/sep/09/uk-parliaments-prorogation-all-your-questions-answered,0.0
891,Labour hints at backing Brexit deal without promise of referendum,Politics,2019-04-28,https://www.theguardian.com/politics/2019/apr/28/labour-hints-at-backing-brexit-deal-without-promise-of-referendum,0.0
892,Boris Johnson is channelling a punk ethos to force through Brexit. It could work | John Harris,Opinion,2019-07-28,https://www.theguardian.com/commentisfree/2019/jul/28/boris-johnson-punk-brexit,0.0
893,"Militias, chaos and starvation: Britain 10 years after Brexit",Culture,2019-04-10,https://www.theguardian.com/culture/2019/apr/10/militias-chaos-starvation-britain-10-years-after-brexit-jonathan-meades,0.0
894,Brexit: UK growth tipped to slow as firms run down stockpiles,Business,2019-06-17,https://www.theguardian.com/business/2019/jun/17/uk-growth-tipped-to-slow-as-firms-run-down-brexit-stockpiles,-0.2277777777777778
895,"Fruit, vegetables and wine will be scarce and costly under no-deal Brexit, warn retailers",Business,2019-09-12,https://www.theguardian.com/business/2019/sep/12/co-op-boss-warns-of-no-deal-brexit-fresh-food-shortages-and-price-hikes,0.0
896,Thursday briefing: Brexit goes through the looking glass,World news,2019-03-14,https://www.theguardian.com/world/2019/mar/14/thursday-briefing-brexit-goes-through-the-looking-glass,0.0
897,"Lothar Matthäus: ‘With Putin I talked football, judo and Brexit'",Football,2019-05-23,https://www.theguardian.com/football/2019/may/23/lothar-matthaus-putin-bayern-munich-manchester-united-1999-germany-world-cup-maradona,0.0
898,"UK heading for another Brexit extension in October, suggests Juncker",World news,2019-05-23,https://www.theguardian.com/world/2019/may/23/jean-claude-juncker-criticises-mps-prioritising-theresa-mays-removal-over-brexit,0.0
899,Brexit ‘already causing medicine shortages’ at pharmacies in England,Politics,2019-04-09,https://www.theguardian.com/politics/2019/apr/09/brexit-medicine-shortages-pharmacies-england,0.0
900,A customs union would not solve the Brexit conundrum | Peter Mandelson,Opinion,2019-04-01,https://www.theguardian.com/commentisfree/2019/apr/01/customs-union-brexit-conundrum-no-deal-eu-peter-mandelson,0.0
901,Johnson could be good for the northern economy – if a Brexit calamity is avoided | Helen Pidd,Opinion,2019-07-26,https://www.theguardian.com/commentisfree/2019/jul/26/boris-johnson-northern-economy-brexit-calamity-promises-powerhouse,0.7
902,Recession looms for Britain – two experts on the economic outlook,Business,2019-08-28,https://www.theguardian.com/business/2019/aug/28/recession-looms-for-brexit-britain-two-experts-on-the-economic-outlook,0.2
903,"Change in No 10 will not alter Brexit reality, warns Irish deputy PM",Politics,2019-07-21,https://www.theguardian.com/politics/2019/jul/21/change-no-10-will-not-alter-brexit-reality-irish-deputy-pm-simon-coveney,0.0
904,Keir Starmer: Brexit deal unlikely to pass without confirmatory poll,Politics,2019-05-12,https://www.theguardian.com/politics/2019/may/12/keir-starmer-brexit-deal-unlikely-pass-without-confirmatory-referendum-interview,-0.5
905,"Iran, Heathrow, HS2 – and Brexit: the big decisions facing the new prime minister",Politics,2019-07-21,https://www.theguardian.com/politics/2019/jul/21/new-prime-minister-hs2-heathrow-brexit-big-decisions,0.06818181818181818
906,How the week may unfold as MPs try to legislate to block no-deal Brexit,Politics,2019-09-01,https://www.theguardian.com/politics/2019/sep/01/how-the-week-mps-try-to-legislate-to-block-no-deal-brexit-may-unfold,0.0
907,I’m calling for a cabinet of women to stop a disastrous no-deal Brexit | Caroline Lucas,Opinion,2019-08-11,https://www.theguardian.com/commentisfree/2019/aug/11/cabinet-women-no-deal-brexit-caroline-lucas,-0.7
908,"Boris Johnson is threatening his own MPs, but I’ll be voting to stop no-deal Brexit | Sam Gyimah",Opinion,2019-09-03,https://www.theguardian.com/commentisfree/2019/sep/03/boris-johnson-brexit-voting-stop-no-deal,0.6
909,"Pathetic, incoherent, chaotic: Europe's verdict on Brexit shambles",Politics,2019-03-20,https://www.theguardian.com/politics/2019/mar/20/pathetic-incoherent-chaotic-europes-verdict-on-brexit-shambles,-0.6
910,‘Soft’ Brexit is dead. Now Labour must really embrace a people’s vote | Owen Jones,Opinion,2019-06-27,https://www.theguardian.com/commentisfree/2019/jun/27/soft-brexit-dead-labour-peoples-vote-referendum-remain,0.03333333333333333
911,Donald Tusk: chance of Brexit being cancelled could be 30%,World news,2019-05-10,https://www.theguardian.com/world/2019/may/10/donald-tusk-chance-of-brexit-being-cancelled-could-be-30,0.0
912,"Tories in for a Brexit party trouncing, while Remainers abandon Labour",Politics,2019-05-18,https://www.theguardian.com/politics/2019/may/18/opinium-poll-conservatives-trounced-by-brexit-party-remainers-abandon-labour,0.0
913,Arron Banks jokes about Greta Thunberg and 'freak yachting accidents',UK news,2019-08-15,https://www.theguardian.com/uk-news/2019/aug/15/arron-banks-jokes-about-greta-thunberg-and-freak-yachting-accidents,0.0
